blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
fantom,L1,306,2023-07-19,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4171,2023-07-19,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,80,2023-07-19,celo,False,,,Other EVMs,,Celo
bnb,L1,4303,2023-07-19,bnb,False,,,Other EVMs,,BNB
base,L2,74,2023-07-19,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,371,2023-07-19,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1081,2023-07-19,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11446,2023-07-19,all,False,,,Other EVMs,,All
zora,L2,30,2023-07-18,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2233,2023-07-18,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,466,2023-07-18,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,538,2023-07-18,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-18,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1433,2023-07-18,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10480,2023-07-18,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-07-18,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,303,2023-07-18,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4141,2023-07-18,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,70,2023-07-18,celo,False,,,Other EVMs,,Celo
bnb,L1,4315,2023-07-18,bnb,False,,,Other EVMs,,BNB
base,L2,57,2023-07-18,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,370,2023-07-18,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1073,2023-07-18,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11440,2023-07-18,all,False,,,Other EVMs,,All
zora,L2,31,2023-07-17,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2237,2023-07-17,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,459,2023-07-17,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,527,2023-07-17,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-17,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1421,2023-07-17,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10513,2023-07-17,l1s,False,,,Other EVMs,,L1s
gnosis,L1,127,2023-07-17,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,295,2023-07-17,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4157,2023-07-17,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,62,2023-07-17,celo,False,,,Other EVMs,,Celo
bnb,L1,4348,2023-07-17,bnb,False,,,Other EVMs,,BNB
base,L2,52,2023-07-17,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,370,2023-07-17,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1069,2023-07-17,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11468,2023-07-17,all,False,,,Other EVMs,,All
zora,L2,31,2023-07-16,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2217,2023-07-16,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,453,2023-07-16,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,514,2023-07-16,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-16,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1403,2023-07-16,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10406,2023-07-16,l1s,False,,,Other EVMs,,L1s
gnosis,L1,128,2023-07-16,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,290,2023-07-16,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4081,2023-07-16,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,63,2023-07-16,celo,False,,,Other EVMs,,Celo
bnb,L1,4326,2023-07-16,bnb,False,,,Other EVMs,,BNB
base,L2,45,2023-07-16,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,364,2023-07-16,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1059,2023-07-16,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11354,2023-07-16,all,False,,,Other EVMs,,All
zora,L2,30,2023-07-15,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2213,2023-07-15,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,463,2023-07-15,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,518,2023-07-15,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-15,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1404,2023-07-15,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10425,2023-07-15,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-07-15,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,294,2023-07-15,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4054,2023-07-15,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-07-15,celo,False,,,Other EVMs,,Celo
bnb,L1,4364,2023-07-15,bnb,False,,,Other EVMs,,BNB
base,L2,40,2023-07-15,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,362,2023-07-15,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1059,2023-07-15,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11377,2023-07-15,all,False,,,Other EVMs,,All
zora,L2,29,2023-07-14,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2255,2023-07-14,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-07-14,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,524,2023-07-14,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-14,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1431,2023-07-14,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10488,2023-07-14,l1s,False,,,Other EVMs,,L1s
gnosis,L1,132,2023-07-14,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,295,2023-07-14,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4051,2023-07-14,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-14,celo,False,,,Other EVMs,,Celo
bnb,L1,4392,2023-07-14,bnb,False,,,Other EVMs,,BNB
base,L2,34,2023-07-14,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,370,2023-07-14,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1083,2023-07-14,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11457,2023-07-14,all,False,,,Other EVMs,,All
zora,L2,28,2023-07-13,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2251,2023-07-13,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,484,2023-07-13,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,524,2023-07-13,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-13,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1454,2023-07-13,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10490,2023-07-13,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2023-07-13,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,291,2023-07-13,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4044,2023-07-13,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,67,2023-07-13,celo,False,,,Other EVMs,,Celo
bnb,L1,4407,2023-07-13,bnb,False,,,Other EVMs,,BNB
base,L2,23,2023-07-13,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,367,2023-07-13,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1107,2023-07-13,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11469,2023-07-13,all,False,,,Other EVMs,,All
zora,L2,26,2023-07-12,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2255,2023-07-12,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,479,2023-07-12,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,508,2023-07-12,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-12,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1464,2023-07-12,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10451,2023-07-12,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-07-12,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,290,2023-07-12,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4034,2023-07-12,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,65,2023-07-12,celo,False,,,Other EVMs,,Celo
bnb,L1,4382,2023-07-12,bnb,False,,,Other EVMs,,BNB
base,L2,11,2023-07-12,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,363,2023-07-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1134,2023-07-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11434,2023-07-12,all,False,,,Other EVMs,,All
zora,L2,26,2023-07-11,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2256,2023-07-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,482,2023-07-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,509,2023-07-11,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-11,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1477,2023-07-11,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10416,2023-07-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,127,2023-07-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,288,2023-07-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3995,2023-07-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-11,celo,False,,,Other EVMs,,Celo
bnb,L1,4394,2023-07-11,bnb,False,,,Other EVMs,,BNB
base,L2,8,2023-07-11,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,362,2023-07-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1145,2023-07-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11411,2023-07-11,all,False,,,Other EVMs,,All
zora,L2,25,2023-07-10,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2260,2023-07-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,477,2023-07-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,503,2023-07-10,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-10,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1470,2023-07-10,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10373,2023-07-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-07-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,285,2023-07-10,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3937,2023-07-10,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,65,2023-07-10,celo,False,,,Other EVMs,,Celo
bnb,L1,4393,2023-07-10,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-10,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,358,2023-07-10,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1145,2023-07-10,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11363,2023-07-10,all,False,,,Other EVMs,,All
zora,L2,25,2023-07-09,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2201,2023-07-09,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,471,2023-07-09,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,497,2023-07-09,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-09,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1464,2023-07-09,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10190,2023-07-09,l1s,False,,,Other EVMs,,L1s
gnosis,L1,127,2023-07-09,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,282,2023-07-09,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3850,2023-07-09,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-09,celo,False,,,Other EVMs,,Celo
bnb,L1,4347,2023-07-09,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-09,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,355,2023-07-09,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1144,2023-07-09,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11190,2023-07-09,all,False,,,Other EVMs,,All
zora,L2,25,2023-07-08,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2194,2023-07-08,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,467,2023-07-08,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,493,2023-07-08,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-08,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1460,2023-07-08,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10157,2023-07-08,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-07-08,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,280,2023-07-08,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3793,2023-07-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-08,celo,False,,,Other EVMs,,Celo
bnb,L1,4382,2023-07-08,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-08,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,357,2023-07-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1146,2023-07-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11160,2023-07-08,all,False,,,Other EVMs,,All
zora,L2,25,2023-07-07,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2250,2023-07-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,472,2023-07-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,498,2023-07-07,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-07,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1486,2023-07-07,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10202,2023-07-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-07-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,283,2023-07-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3758,2023-07-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-07-07,celo,False,,,Other EVMs,,Celo
bnb,L1,4421,2023-07-07,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-07,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,361,2023-07-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1167,2023-07-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11220,2023-07-07,all,False,,,Other EVMs,,All
zora,L2,25,2023-07-06,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2251,2023-07-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-07-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,502,2023-07-06,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-06,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1506,2023-07-06,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10166,2023-07-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-07-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,286,2023-07-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3713,2023-07-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-06,celo,False,,,Other EVMs,,Celo
bnb,L1,4412,2023-07-06,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-06,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,364,2023-07-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1182,2023-07-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11206,2023-07-06,all,False,,,Other EVMs,,All
zora,L2,24,2023-07-05,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2264,2023-07-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,482,2023-07-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,507,2023-07-05,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-05,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1517,2023-07-05,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10211,2023-07-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,128,2023-07-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,286,2023-07-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3725,2023-07-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-07-05,celo,False,,,Other EVMs,,Celo
bnb,L1,4429,2023-07-05,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-05,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,356,2023-07-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1185,2023-07-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11263,2023-07-05,all,False,,,Other EVMs,,All
zora,L2,24,2023-07-04,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2288,2023-07-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,484,2023-07-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,509,2023-07-04,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-04,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1532,2023-07-04,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10265,2023-07-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,126,2023-07-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,289,2023-07-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3757,2023-07-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,65,2023-07-04,celo,False,,,Other EVMs,,Celo
bnb,L1,4434,2023-07-04,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-04,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,354,2023-07-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1198,2023-07-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11333,2023-07-04,all,False,,,Other EVMs,,All
zora,L2,23,2023-07-03,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2292,2023-07-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,487,2023-07-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,511,2023-07-03,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-03,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1542,2023-07-03,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10314,2023-07-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,119,2023-07-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,290,2023-07-03,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3775,2023-07-03,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,65,2023-07-03,celo,False,,,Other EVMs,,Celo
bnb,L1,4475,2023-07-03,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-03,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,353,2023-07-03,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1203,2023-07-03,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11391,2023-07-03,all,False,,,Other EVMs,,All
zora,L2,23,2023-07-02,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2264,2023-07-02,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,479,2023-07-02,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,503,2023-07-02,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-02,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1544,2023-07-02,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10225,2023-07-02,l1s,False,,,Other EVMs,,L1s
gnosis,L1,120,2023-07-02,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,271,2023-07-02,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3750,2023-07-02,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-07-02,celo,False,,,Other EVMs,,Celo
bnb,L1,4416,2023-07-02,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-02,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,345,2023-07-02,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1208,2023-07-02,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11310,2023-07-02,all,False,,,Other EVMs,,All
zora,L2,23,2023-07-01,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2263,2023-07-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,480,2023-07-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,504,2023-07-01,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-07-01,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1555,2023-07-01,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10254,2023-07-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-07-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,273,2023-07-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3776,2023-07-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-07-01,celo,False,,,Other EVMs,,Celo
bnb,L1,4416,2023-07-01,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-07-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,339,2023-07-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1220,2023-07-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11347,2023-07-01,all,False,,,Other EVMs,,All
zora,L2,23,2023-06-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2303,2023-06-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,480,2023-06-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,504,2023-06-30,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-30,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1574,2023-06-30,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10375,2023-06-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-06-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,272,2023-06-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3820,2023-06-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-06-30,celo,False,,,Other EVMs,,Celo
bnb,L1,4477,2023-06-30,bnb,False,,,Other EVMs,,BNB
base,L2,4,2023-06-30,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,354,2023-06-30,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1243,2023-06-30,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11483,2023-06-30,all,False,,,Other EVMs,,All
zora,L2,21,2023-06-29,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2325,2023-06-29,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,478,2023-06-29,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,500,2023-06-29,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-29,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1567,2023-06-29,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10471,2023-06-29,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-06-29,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,278,2023-06-29,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3877,2023-06-29,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,69,2023-06-29,celo,False,,,Other EVMs,,Celo
bnb,L1,4501,2023-06-29,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-29,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,352,2023-06-29,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1240,2023-06-29,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11570,2023-06-29,all,False,,,Other EVMs,,All
zora,L2,21,2023-06-28,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2347,2023-06-28,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,473,2023-06-28,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,495,2023-06-28,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-06-28,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1576,2023-06-28,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,10515,2023-06-28,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-06-28,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,279,2023-06-28,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3875,2023-06-28,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-06-28,celo,False,,,Other EVMs,,Celo
bnb,L1,4523,2023-06-28,bnb,False,,,Other EVMs,,BNB
base,L2,3,2023-06-28,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,363,2023-06-28,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1265,2023-06-28,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11621,2023-06-28,all,False,,,Other EVMs,,All
zora,L2,20,2023-06-27,zora,True,7777777.0,modern,OP Chain,zora,Zora
